sentence,word,pos,tag,local
legislation and regulation on state and federal level,and,CCONJ,CC,legislation and regulation on state and federal level
legislation and regulation on state and federal level,federal,ADJ,JJ,legislation and regulation on state and federal level
legislation and regulation on state and federal level,level,NOUN,NN,legislation and regulation on state and federal level
white red spheres ; art,white,ADJ,JJ,white red spheres 
white red spheres ; art,red,ADJ,JJ,white red spheres 
white red spheres ; art,spheres,NOUN,NNS,white red spheres 
white red spheres ; art,;,PUNCT,:,
white red spheres ; art,art,NOUN,NN, art
"increasingly we will see diverse industries as art , music , gaming being transformed w",increasingly,ADV,RB,increasingly we will see diverse industries as art 
"increasingly we will see diverse industries as art , music , gaming being transformed w",we,PRON,PRP,increasingly we will see diverse industries as art 
"increasingly we will see diverse industries as art , music , gaming being transformed w",will,AUX,MD,increasingly we will see diverse industries as art 
"increasingly we will see diverse industries as art , music , gaming being transformed w",see,VERB,VB,increasingly we will see diverse industries as art 
"increasingly we will see diverse industries as art , music , gaming being transformed w",diverse,ADJ,JJ,increasingly we will see diverse industries as art 
"increasingly we will see diverse industries as art , music , gaming being transformed w",industries,NOUN,NNS,increasingly we will see diverse industries as art 
"increasingly we will see diverse industries as art , music , gaming being transformed w",as,ADP,IN,increasingly we will see diverse industries as art 
